,SALES_ID,YEAR,SELLING_PRICE,KM_DRIVEN,POSTAL_CODE,FUEL,SELLER_TYPE,TRANSMISSION,OWNER,SEATS,MILEAGE_NO,STATE_NAME,CITY_NAME,SOLD,REGION,ENGINE_CC,MAX_POWER_BHP,COMPANY,MODEL
1808,1863,2018,1000000,5229,248001,Petrol,Trustmark Dealer,Manual,First Owner,5,17.1,Uttarakhand,Dehradun,Y,Central,1496,105.5,Toyota,Yaris
1809,1864,2016,2000000,68089,600018,Petrol,Trustmark Dealer,Automatic,First Owner,5,19.16,Tamil Nadu,Chennai,Y,South,2494,157.7,Toyota,Camry
1810,1865,2018,925000,23712,500020,Diesel,Trustmark Dealer,Manual,First Owner,5,28.09,Telangana,Hyderabad,Y,South,1248,88.5,Maruti,Ciaz
1811,1866,2016,550000,56494,201301,Petrol,Trustmark Dealer,Manual,First Owner,5,18.2,Uttar Pradesh,Noida,Y,Central,1199,88.7,Honda,Jazz
1812,1867,2018,430000,16589,201301,Petrol,Trustmark Dealer,Manual,First Owner,5,20.51,Uttar Pradesh,Noida,Y,Central,998,67.04,Maruti,Wagon
1813,1868,2013,750000,79328,431001,Diesel,Trustmark Dealer,Manual,Second Owner,7,12.99,Maharashtra,Aurangabad,Y,West,2494,100.6,Toyota,Innova
1814,1869,2016,675000,53201,400053,Petrol,Trustmark Dealer,Manual,Second Owner,5,17.8,Maharashtra,Mumbai,Y,West,1497,117.3,Honda,City
1815,1870,2017,570000,25272,680001,Petrol,Trustmark Dealer,Manual,First Owner,5,21.01,Kerala,Thrissur,Y,South,1197,81.8,Maruti,Baleno
1816,1871,2017,850000,53619,700053,Diesel,Trustmark Dealer,Manual,First Owner,5,24.3,West Bengal,Kolkata,Y,East,1248,88.5,Maruti,Vitara
1817,1872,2019,5400000,7500,201301,Diesel,Dealer,Automatic,First Owner,5,16.78,Uttar Pradesh,Noida,Y,Central,1995,190.0,BMW,X4
1818,1873,2019,5500000,8500,600018,Diesel,Dealer,Automatic,First Owner,5,16.78,Tamil Nadu,Chennai,Y,South,1995,190.0,BMW,X4
1819,1874,2019,779000,7032,641043,Petrol,Trustmark Dealer,Automatic,First Owner,5,19.0,Tamil Nadu,Coimbatore,Y,South,1199,88.76,Honda,Amaze
1820,1875,2018,640000,6001,452003,Petrol,Dealer,Manual,First Owner,5,15.9,Madhya Pradesh,Indore,Y,Central,1496,120.69,Ford,Ecosport
1821,1876,2013,250000,80000,600018,Diesel,Individual,Manual,First Owner,5,19.09,Tamil Nadu,Chennai,Y,South,1405,69.01,Tata,Indigo
1822,1877,2018,1250000,12000,700053,Diesel,Individual,Manual,First Owner,5,19.6,West Bengal,Kolkata,Y,East,1461,108.45,Renault,Duster
1823,1878,2017,889000,25000,680001,Petrol,Individual,Manual,First Owner,5,17.0,Kerala,Thrissur,Y,South,1497,121.31,Ford,EcoSport
1824,1879,2017,750000,40000,600018,Diesel,Individual,Manual,Second Owner,5,22.54,Tamil Nadu,Chennai,Y,South,1396,88.73,Hyundai,i20
1825,1880,2010,320000,130000,834001,Diesel,Individual,Manual,Third Owner,5,17.8,Jharkhand,Ranchi,Y,East,1248,75.0,Maruti,Swift
1826,1881,2011,600000,202000,110029,Diesel,Individual,Manual,First Owner,5,17.67,Delhi,Delhi,Y,North,1968,138.08,Skoda,Yeti
1827,1882,2018,1000000,40000,110029,Diesel,Individual,Manual,First Owner,5,28.09,Delhi,Delhi,Y,North,1248,88.5,Maruti,Ciaz
1828,1883,2000,110000,70000,110029,Petrol,Individual,Manual,Fourth & Above Owner,5,17.3,Delhi,Delhi,Y,North,993,60.0,Maruti,Zen
1829,1884,2008,250000,120000,201301,Petrol,Individual,Manual,Second Owner,5,17.7,Uttar Pradesh,Noida,Y,Central,1497,78.0,Honda,City
1830,1885,2015,600000,60000,141003,Diesel,Individual,Manual,First Owner,5,26.59,Punjab,Ludhiana,Y,North,1248,74.0,Maruti,Swift
1831,1886,2009,165000,60000,560037,Petrol,Individual,Manual,First Owner,5,19.0,Karnataka,Bangalore,Y,South,998,67.1,Maruti,Zen
1832,1887,2004,118000,60000,110029,Petrol,Individual,Manual,Second Owner,5,19.7,Delhi,Delhi,Y,North,796,46.3,Maruti,Alto
1833,1888,2016,700000,78000,431001,Diesel,Individual,Manual,First Owner,5,27.39,Maharashtra,Aurangabad,Y,West,1248,74.0,Maruti,Baleno
1834,1889,2013,585000,80000,452003,Diesel,Individual,Manual,Second Owner,5,20.46,Madhya Pradesh,Indore,Y,Central,1461,83.8,Renault,Duster
1835,1890,2006,120000,120000,248001,Petrol,Individual,Manual,Fourth & Above Owner,5,19.7,Uttarakhand,Dehradun,Y,Central,796,46.3,Maruti,Alto
1836,1891,2003,65000,90000,500020,Petrol,Individual,Manual,Fourth & Above Owner,4,16.1,Telangana,Hyderabad,Y,South,796,37.0,Maruti,800
1837,1892,2006,150000,100000,500020,Petrol,Individual,Manual,Second Owner,5,19.7,Telangana,Hyderabad,Y,South,796,46.3,Maruti,Alto
1838,1893,2009,150000,70000,400053,Petrol,Individual,Manual,Fourth & Above Owner,5,19.7,Maharashtra,Mumbai,Y,West,796,46.3,Maruti,Alto
1839,1894,2004,170000,160000,500020,Diesel,Individual,Manual,Third Owner,5,13.1,Telangana,Hyderabad,Y,South,1493,82.0,Hyundai,Accent
1840,1895,2006,250000,120000,302029,Diesel,Individual,Manual,Third Owner,8,10.5,Rajasthan,Jaipur,Y,North,2179,120.0,Mahindra,Scorpio
1841,1896,2005,100000,100000,737101,Diesel,Individual,Manual,Third Owner,5,13.1,Sikkim,Gangtok,Y,North East,1493,82.0,Hyundai,Accent
1842,1897,2013,599000,60000,680001,Diesel,Individual,Manual,Second Owner,7,20.77,Kerala,Thrissur,Y,South,1248,88.76,Maruti,Ertiga
1843,1898,2010,250000,135000,201301,Diesel,Individual,Manual,Third Owner,5,18.3,Uttar Pradesh,Noida,Y,Central,1991,147.9,Chevrolet,Cruze
1844,1899,2016,570000,90000,574142,Petrol,Individual,Manual,First Owner,5,20.4,Karnataka,Mangalore,Y,South,1197,81.8,Maruti,Swift
1845,1900,2013,440000,75000,411006,Diesel,Individual,Manual,Second Owner,5,22.07,Maharashtra,Pune,Y,West,1199,73.9,Volkswagen,Polo
1846,1901,2005,300000,185000,380052,Diesel,Individual,Manual,Second Owner,7,11.4,Gujarat,Ahmedabad,Y,West,2494,100.6,Toyota,Innova
1847,1902,2015,300000,71717,737101,Petrol,Individual,Automatic,Second Owner,5,19.34,Sikkim,Gangtok,Y,North East,1198,76.0,Nissan,Micra
1848,1903,2011,500000,150000,110029,Diesel,Individual,Automatic,Second Owner,8,11.79,Delhi,Delhi,Y,North,2179,120.0,Mahindra,Scorpio
1849,1904,2016,660000,55000,641043,Diesel,Individual,Manual,First Owner,5,26.59,Tamil Nadu,Coimbatore,Y,South,1248,74.0,Maruti,Swift
1850,1905,2012,256000,90000,141003,Petrol,Individual,Manual,Second Owner,5,15.3,Punjab,Ludhiana,Y,North,1596,99.6,Ford,Fiesta
1851,1906,2018,409999,35000,452003,Petrol,Individual,Manual,First Owner,5,23.01,Madhya Pradesh,Indore,Y,Central,999,67.0,Renault,KWID
1852,1907,2015,1888000,120000,248001,Diesel,Individual,Manual,Second Owner,7,12.55,Uttarakhand,Dehradun,Y,Central,2982,168.5,Toyota,Fortuner
1853,1908,2011,250000,100000,400053,LPG,Individual,Manual,Second Owner,5,13.45,Maharashtra,Mumbai,Y,West,1086,62.1,Hyundai,Santro
1854,1909,2009,280000,40000,574142,Petrol,Individual,Automatic,Third Owner,5,12.9,Karnataka,Mangalore,Y,South,1799,130.0,Honda,Civic
1855,1910,2010,300000,100000,570004,Diesel,Individual,Manual,First Owner,8,13.0,Karnataka,Mysore,Y,South,2489,95.0,Mahindra,Xylo
1856,1911,2016,900000,120000,141003,Diesel,Individual,Manual,First Owner,5,14.1,Punjab,Ludhiana,Y,North,2179,147.94,Tata,Safari
1857,1912,2014,190000,60000,834001,Petrol,Individual,Manual,First Owner,5,19.0,Jharkhand,Ranchi,Y,East,998,67.1,Maruti,Zen
1858,1913,2019,800000,2000,452003,Diesel,Individual,Manual,First Owner,9,15.96,Madhya Pradesh,Indore,Y,Central,2523,63.0,Mahindra,Bolero
1859,1914,2012,450000,100000,700053,Diesel,Individual,Manual,First Owner,8,14.0,West Bengal,Kolkata,Y,East,2523,75.0,Mahindra,Scorpio
1860,1915,2015,400000,110000,201301,Diesel,Individual,Manual,First Owner,7,14.95,Uttar Pradesh,Noida,Y,Central,2489,93.7,Mahindra,Xylo
1861,1916,2009,150000,90000,400053,Diesel,Individual,Manual,Second Owner,7,13.93,Maharashtra,Mumbai,Y,West,2179,138.1,Tata,New
1862,1917,2011,200000,84321,680001,Diesel,Individual,Manual,First Owner,5,23.57,Kerala,Thrissur,Y,South,1396,70.0,Tata,Indigo
1863,1918,2013,600000,177000,110029,Diesel,Individual,Manual,First Owner,7,15.1,Delhi,Delhi,Y,North,2179,140.0,Mahindra,XUV500
1864,1919,2010,175000,60000,400053,Diesel,Individual,Manual,First Owner,5,18.0,Maharashtra,Mumbai,Y,West,1248,75.0,Tata,Indica
1865,1920,2008,99000,205000,831001,Diesel,Individual,Manual,Second Owner,5,19.09,Jharkhand,Jamshedpur,Y,East,1396,69.0,Tata,Indigo
1866,1921,2008,215000,70000,500020,Petrol,Individual,Manual,Second Owner,5,20.36,Telangana,Hyderabad,Y,South,1197,78.9,Hyundai,i10
1867,1923,2013,520000,126000,500020,Diesel,Individual,Manual,Second Owner,5,19.01,Telangana,Hyderabad,Y,South,1461,108.45,Renault,Duster
1868,1924,2016,2280000,120000,302029,Diesel,Individual,Automatic,Second Owner,7,10.91,Rajasthan,Jaipur,Y,North,3198,197.0,Ford,Endeavour
1869,1925,2015,285000,70000,574142,Diesel,Individual,Manual,First Owner,5,19.1,Karnataka,Mangalore,Y,South,1405,70.0,Tata,Indica
1870,1926,2017,660000,82000,751022,Diesel,Individual,Manual,First Owner,7,18.49,Odisha,Bhubaneshwar,Y,East,1493,100.0,Mahindra,TUV
1871,1927,2004,31504,110000,208002,Petrol,Individual,Manual,Third Owner,4,16.1,Uttar Pradesh,kanpur,Y,Central,796,37.0,Maruti,800
1872,1928,2015,515000,45000,500020,Petrol,Individual,Manual,Second Owner,5,20.85,Telangana,Hyderabad,Y,South,1197,83.14,Maruti,Swift
1873,1929,2012,295000,70000,560037,Diesel,Individual,Manual,Second Owner,5,21.64,Karnataka,Bangalore,Y,South,1461,84.8,Nissan,Sunny
1874,1930,2015,700000,80000,641043,Diesel,Individual,Manual,Second Owner,5,20.45,Tamil Nadu,Coimbatore,Y,South,1461,83.8,Nissan,Terrano
1875,1931,2017,1100000,45000,632001,Diesel,Individual,Manual,First Owner,7,15.4,Tamil Nadu,Vellore,Y,South,2179,120.0,Mahindra,Scorpio
1876,1932,2017,300000,60000,570004,Petrol,Individual,Manual,First Owner,5,20.3,Karnataka,Mysore,Y,South,998,68.05,Hyundai,EON
1877,1933,2013,450000,41800,500020,Petrol,Individual,Manual,First Owner,5,18.6,Telangana,Hyderabad,Y,South,1197,85.8,Maruti,Swift
1878,1935,2017,700000,50000,700053,Diesel,Individual,Manual,Second Owner,5,28.4,West Bengal,Kolkata,Y,East,1248,74.02,Maruti,Swift
1879,1936,2012,250000,40000,524225,Diesel,Individual,Manual,First Owner,5,20.0,Andhra Pradesh,Nellore,Y,South,1399,68.0,Ford,Figo
1880,1937,2009,140000,96000,641043,Petrol,Individual,Manual,Second Owner,5,18.9,Tamil Nadu,Coimbatore,Y,South,1061,67.0,Maruti,Wagon
1881,1938,2012,250000,117000,411006,Diesel,Individual,Manual,First Owner,8,14.0,Maharashtra,Pune,Y,West,2498,112.0,Mahindra,Xylo
1882,1939,2011,210000,110000,800002,Petrol,Individual,Manual,Second Owner,5,19.81,Bihar,Patna,Y,East,1086,68.05,Hyundai,i10
1883,1940,2014,420000,100000,574142,Diesel,Individual,Manual,Second Owner,5,25.8,Karnataka,Mangalore,Y,South,1498,98.6,Honda,Amaze
1884,1941,2007,130000,88700,500020,Petrol,Individual,Manual,Third Owner,5,19.7,Telangana,Hyderabad,Y,South,796,46.3,Maruti,Alto
1885,1942,2012,320000,70000,831001,Petrol,Individual,Manual,Second Owner,5,16.95,Jharkhand,Jamshedpur,Y,East,1498,97.7,Nissan,Sunny
1886,1943,2010,200000,110000,395007,Petrol,Individual,Manual,Second Owner,5,17.3,Gujarat,Surat,Y,West,1061,64.0,Maruti,Wagon
1887,1944,2016,310000,15000,248001,Petrol,Individual,Manual,First Owner,5,22.74,Uttarakhand,Dehradun,Y,Central,796,47.3,Maruti,Alto
1888,1945,2012,200000,80000,751022,Diesel,Individual,Manual,Second Owner,5,20.8,Odisha,Bhubaneshwar,Y,East,1461,65.0,Mahindra,Verito
1889,1946,2014,350000,50000,500020,Petrol,Individual,Manual,First Owner,5,18.5,Telangana,Hyderabad,Y,South,1197,85.8,Maruti,Ritz
1890,1947,2018,444000,15000,524225,Petrol,Individual,Manual,First Owner,5,21.1,Andhra Pradesh,Nellore,Y,South,814,55.2,Hyundai,EON
1891,1948,2017,300000,25000,680001,Petrol,Individual,Manual,First Owner,5,22.7,Kerala,Thrissur,Y,South,799,53.64,Datsun,RediGO
1892,1949,2011,225000,57000,570004,Diesel,Individual,Manual,Second Owner,5,21.0,Karnataka,Mysore,Y,South,1461,64.1,Mahindra,Verito
1893,1950,2012,600000,75000,500020,Diesel,Individual,Manual,First Owner,7,15.96,Telangana,Hyderabad,Y,South,2523,62.1,Mahindra,Bolero
1894,1951,2013,260000,26000,141003,Petrol,Individual,Manual,First Owner,5,15.37,Punjab,Ludhiana,Y,North,1196,73.0,Maruti,Eeco
1895,1952,2015,375000,160000,110029,Diesel,Individual,Manual,First Owner,5,24.4,Delhi,Delhi,Y,North,1120,71.01,Hyundai,Xcent
1896,1953,2013,260000,26000,391510,Petrol,Individual,Manual,First Owner,5,15.37,Gujarat,Vadodara,Y,West,1196,73.0,Maruti,Eeco
1897,1954,2010,150000,120000,411006,Petrol,Individual,Manual,Second Owner,5,19.7,Maharashtra,Pune,Y,West,796,46.3,Maruti,Alto
1898,1955,2014,110000,50000,302029,Petrol,Individual,Manual,Second Owner,5,19.7,Rajasthan,Jaipur,Y,North,796,46.3,Maruti,Alto
1899,1956,2012,225000,40000,400053,Petrol,Individual,Manual,First Owner,5,19.7,Maharashtra,Mumbai,Y,West,796,46.3,Maruti,Alto
1900,1959,2017,860000,28000,524225,Petrol,Individual,Manual,First Owner,5,17.8,Andhra Pradesh,Nellore,Y,South,1497,117.3,Honda,City
1901,1960,2018,650000,50000,431001,Diesel,Individual,Manual,First Owner,5,28.4,Maharashtra,Aurangabad,Y,West,1248,74.02,Maruti,Swift
1902,1961,2014,650000,90000,641043,Diesel,Individual,Manual,First Owner,7,20.77,Tamil Nadu,Coimbatore,Y,South,1248,88.8,Maruti,Ertiga
1903,1962,2016,710000,40000,302029,Diesel,Individual,Manual,First Owner,5,24.8,Rajasthan,Jaipur,Y,North,1396,88.7,Hyundai,Verna
1904,1963,2017,430000,113000,831001,Diesel,Individual,Manual,First Owner,5,25.83,Jharkhand,Jamshedpur,Y,East,1498,99.0,Ford,Figo
1905,1964,2011,305000,188000,632001,Diesel,Individual,Manual,Second Owner,5,17.8,Tamil Nadu,Vellore,Y,South,1248,75.0,Maruti,Swift
1906,1965,2011,220000,100000,201301,Diesel,Individual,Manual,First Owner,5,20.0,Uttar Pradesh,Noida,Y,Central,1399,68.0,Ford,Figo
1907,1966,2010,150000,225000,834001,Diesel,Individual,Manual,Third Owner,9,14.0,Jharkhand,Ranchi,Y,East,1948,90.0,Tata,Sumo
1908,1967,2017,660000,67000,560037,Diesel,Individual,Manual,Second Owner,7,18.49,Karnataka,Bangalore,Y,South,1493,100.0,Mahindra,TUV
1909,1968,2011,140000,70000,391510,Diesel,Individual,Manual,Fourth & Above Owner,5,25.44,Gujarat,Vadodara,Y,West,936,57.6,Chevrolet,Beat
1910,1969,2015,1100000,50000,570004,Petrol,Individual,Manual,First Owner,5,14.28,Karnataka,Mysore,Y,South,1798,138.03,Toyota,Corolla
1911,1970,2013,2450000,60000,831001,Diesel,Individual,Automatic,First Owner,5,16.36,Jharkhand,Jamshedpur,Y,East,2179,187.7,Jaguar,XF
1912,1971,2017,625000,34000,632001,Diesel,Individual,Automatic,First Owner,5,22.0,Tamil Nadu,Vellore,Y,South,1498,108.495,Volkswagen,Ameo
1913,1972,2004,198000,110000,395007,Petrol,Individual,Manual,Third Owner,5,12.8,Gujarat,Surat,Y,West,1493,100.0,Honda,City
1914,1974,2005,130000,140000,395007,Petrol,Individual,Manual,Second Owner,5,18.9,Gujarat,Surat,Y,West,998,67.1,Maruti,Wagon
1915,1975,2012,540000,100000,110029,Petrol,Individual,Manual,Second Owner,5,16.8,Delhi,Delhi,Y,North,1497,116.3,Honda,City
1916,1976,2017,550000,10000,800002,Petrol,Individual,Automatic,First Owner,5,18.9,Bihar,Patna,Y,East,1197,81.86,Hyundai,Grand
1917,1977,2018,475000,30000,302029,Petrol,Individual,Manual,First Owner,5,21.63,Rajasthan,Jaipur,Y,North,998,67.04,Maruti,Celerio
1918,1978,2017,2825000,22000,524225,Diesel,Dealer,Automatic,First Owner,5,15.73,Andhra Pradesh,Nellore,Y,South,1968,174.33,Audi,Q3
1919,1979,2020,2125000,5500,682001,Diesel,Dealer,Manual,First Owner,5,26.8,Kerala,Kochi,Y,South,1597,118.0,Honda,Civic
1920,1980,2018,3350000,18000,831001,Diesel,Dealer,Automatic,First Owner,5,19.62,Jharkhand,Jamshedpur,Y,East,1998,190.0,BMW,X1
1921,1981,2018,1800000,20000,110029,Diesel,Dealer,Automatic,First Owner,8,11.36,Delhi,Delhi,Y,North,2755,171.5,Toyota,Innova
1922,1982,2018,540000,7000,600018,Petrol,Dealer,Manual,First Owner,5,20.3,Tamil Nadu,Chennai,Y,South,1086,68.0,Hyundai,Santro
1923,1983,2018,910000,20000,208002,Diesel,Dealer,Manual,First Owner,5,17.0,Uttar Pradesh,kanpur,Y,Central,2596,80.8,Force,Gurkha
1924,1984,2019,484999,4875,700053,Petrol,Dealer,Manual,First Owner,5,21.63,West Bengal,Kolkata,Y,East,998,67.04,Maruti,Celerio
1925,1985,2020,1950000,2700,411006,Diesel,Dealer,Automatic,First Owner,5,17.01,Maharashtra,Pune,Y,West,1582,126.2,Hyundai,Creta
1926,1986,2018,950000,58511,452003,Diesel,Dealer,Manual,First Owner,5,24.3,Madhya Pradesh,Indore,Y,Central,1248,88.5,Maruti,Vitara
1927,1987,2015,365000,105000,395007,Diesel,Dealer,Manual,First Owner,5,25.83,Gujarat,Surat,Y,West,1498,99.0,Ford,Figo
1928,1988,2018,900000,26235,500020,Diesel,Dealer,Manual,First Owner,6,16.55,Telangana,Hyderabad,Y,South,2498,105.0,Mahindra,Thar
1929,1989,2017,919999,26766,641043,Diesel,Dealer,Manual,First Owner,5,21.5,Tamil Nadu,Coimbatore,Y,South,1497,108.5,Tata,Nexon
1930,1990,2020,1900000,1600,110029,Petrol,Dealer,Automatic,First Owner,5,13.96,Delhi,Delhi,Y,North,1451,141.0,MG,Hector
1931,1991,2018,2950000,46000,431001,Diesel,Dealer,Manual,First Owner,5,15.8,Maharashtra,Aurangabad,Y,West,2148,170.0,Mercedes-Benz,New
1932,1992,2019,1075000,23000,302029,Diesel,Dealer,Manual,First Owner,7,17.3,Rajasthan,Jaipur,Y,North,1497,121.0,Mahindra,Marazzo
1933,1993,2017,600000,24522,800002,Petrol,Dealer,Manual,First Owner,5,20.4,Bihar,Patna,Y,East,1197,81.8,Maruti,Swift
1934,1994,2017,3200000,13663,110029,Diesel,Dealer,Automatic,First Owner,5,22.69,Delhi,Delhi,Y,North,1995,190.0,BMW,3
1935,1995,2019,2600000,11000,524225,Diesel,Dealer,Automatic,First Owner,5,19.3,Andhra Pradesh,Nellore,Y,South,1968,141.0,Skoda,Octavia
1936,1996,2016,839000,63000,632001,Diesel,Dealer,Manual,First Owner,5,24.3,Tamil Nadu,Vellore,Y,South,1248,88.5,Maruti,Vitara
1937,1997,2019,635000,2000,380052,Petrol,Dealer,Manual,First Owner,5,16.2,Gujarat,Ahmedabad,Y,West,1199,74.0,Volkswagen,Polo
1938,1998,2014,550000,300000,632001,Diesel,Individual,Manual,Third Owner,8,12.05,Tamil Nadu,Vellore,Y,South,2179,120.0,Mahindra,Scorpio
1939,1999,2011,180000,190000,500020,Diesel,Individual,Manual,Third Owner,5,19.2,Telangana,Hyderabad,Y,South,1461,65.0,Mahindra,Logan
1940,2000,2015,650000,80000,641043,Diesel,Individual,Manual,First Owner,5,26.0,Tamil Nadu,Coimbatore,Y,South,1498,98.6,Honda,City
1941,2001,2011,350000,80000,302029,Petrol,Individual,Manual,Second Owner,5,16.0,Rajasthan,Jaipur,Y,North,1198,90.0,Honda,Jazz
1942,2002,2015,265000,54000,380052,Petrol,Individual,Manual,First Owner,5,23.95,Gujarat,Ahmedabad,Y,West,998,67.05,Maruti,Alto
1943,2003,2018,330000,30000,500020,Petrol,Individual,Manual,First Owner,5,23.01,Telangana,Hyderabad,Y,South,999,67.0,Renault,KWID
1944,2004,2019,395000,5000,574142,Petrol,Individual,Manual,First Owner,7,15.37,Karnataka,Mangalore,Y,South,1196,73.0,Maruti,Eeco
1945,2005,2015,700000,58945,400053,Diesel,Individual,Manual,First Owner,7,18.49,Maharashtra,Mumbai,Y,West,1493,100.0,Mahindra,TUV
1946,2006,2012,300000,90000,431001,Diesel,Individual,Manual,First Owner,5,20.0,Maharashtra,Aurangabad,Y,West,1399,68.0,Ford,Figo
1947,2007,2011,650000,375000,751022,Diesel,Individual,Manual,First Owner,8,12.8,Odisha,Bhubaneshwar,Y,East,2494,102.0,Toyota,Innova
1948,2008,2013,625000,160000,400053,Diesel,Individual,Manual,Third Owner,7,20.77,Maharashtra,Mumbai,Y,West,1248,88.76,Maruti,Ertiga
1949,2009,2014,425000,80000,831001,Diesel,Individual,Manual,Second Owner,5,15.11,Jharkhand,Jamshedpur,Y,East,1598,103.6,Volkswagen,Polo
1950,2010,2004,55000,50000,201301,Petrol,Individual,Manual,Third Owner,4,16.1,Uttar Pradesh,Noida,Y,Central,796,37.0,Maruti,800
1951,2011,2015,250000,80000,800002,Diesel,Individual,Manual,Second Owner,5,19.09,Bihar,Patna,Y,East,1405,69.01,Tata,Indigo
1952,2012,2015,459999,156975,700053,Diesel,Individual,Manual,First Owner,9,15.96,West Bengal,Kolkata,Y,East,2523,62.1,Mahindra,Bolero
1953,2013,2017,1594000,5000,524225,Diesel,Individual,Manual,First Owner,5,21.43,Andhra Pradesh,Nellore,Y,South,1364,86.79,Toyota,Corolla
1954,2014,2014,300000,50000,682001,Petrol,Individual,Manual,First Owner,5,18.2,Kerala,Kochi,Y,South,1199,82.4,Chevrolet,Sail
1955,2015,2018,950000,27620,800002,Diesel,Dealer,Manual,First Owner,5,22.77,Bihar,Patna,Y,East,1498,98.59,Ford,EcoSport
1956,2016,2013,484999,120000,834001,Diesel,Individual,Manual,First Owner,9,12.05,Jharkhand,Ranchi,Y,East,2179,120.0,Mahindra,Scorpio
1957,2017,2009,161000,120000,201301,Diesel,Individual,Manual,Third Owner,8,14.0,Uttar Pradesh,Noida,Y,Central,2498,112.0,Mahindra,Xylo
1958,2018,2015,500000,58000,800002,Petrol,Individual,Manual,First Owner,5,17.19,Bihar,Patna,Y,East,1197,81.86,Hyundai,i20
1959,2019,2012,350000,50000,834001,Petrol,Individual,Manual,First Owner,5,16.95,Jharkhand,Ranchi,Y,East,1498,97.7,Nissan,Sunny
1960,2020,2017,550000,40000,737101,Petrol,Individual,Automatic,First Owner,5,20.89,Sikkim,Gangtok,Y,North East,1197,81.8,Maruti,Ignis
1961,2021,2018,850000,7800,737101,Petrol,Individual,Manual,First Owner,5,17.5,Sikkim,Gangtok,Y,North East,1199,88.7,Honda,WR-V
1962,2022,2016,240000,50000,700053,Petrol,Individual,Manual,First Owner,5,22.74,West Bengal,Kolkata,Y,East,796,47.3,Maruti,Alto
1963,2023,2011,950000,68000,380052,Diesel,Individual,Manual,First Owner,7,13.1,Gujarat,Ahmedabad,Y,West,2499,141.0,Ford,Endeavour
1964,2024,2015,423000,60000,110029,Petrol,Individual,Manual,Second Owner,7,16.02,Delhi,Delhi,Y,North,1373,93.7,Maruti,Ertiga
1965,2025,2005,90000,74000,632001,Petrol,Individual,Manual,Second Owner,5,12.8,Tamil Nadu,Vellore,Y,South,1396,85.0,Tata,Indigo
1966,2026,2011,350000,58000,524225,Diesel,Individual,Manual,Second Owner,7,13.93,Andhra Pradesh,Nellore,Y,South,2179,138.1,Tata,New
1967,2027,2011,170000,70000,248001,Petrol,Individual,Manual,Third Owner,5,19.0,Uttarakhand,Dehradun,Y,Central,998,66.1,Maruti,A-Star
1968,2028,2015,450000,70000,574142,Petrol,Individual,Manual,First Owner,5,18.16,Karnataka,Mangalore,Y,South,1196,86.8,Ford,Figo
1969,2029,2009,150000,110000,500020,Petrol,Individual,Manual,Second Owner,5,20.36,Telangana,Hyderabad,Y,South,1197,78.9,Hyundai,i10
1970,2031,2016,511000,80000,380052,Diesel,Individual,Manual,First Owner,5,22.54,Gujarat,Ahmedabad,Y,West,1396,88.73,Hyundai,i20
1971,2032,2018,850000,59000,574142,Diesel,Individual,Manual,First Owner,7,24.2,Karnataka,Mangalore,Y,South,1498,93.87,Maruti,Ertiga
1972,2033,2018,250000,110000,751022,Diesel,Individual,Manual,First Owner,5,25.0,Odisha,Bhubaneshwar,Y,East,1396,69.0,Tata,Indica
1973,2034,2020,420000,25000,682001,Petrol,Individual,Manual,First Owner,5,21.63,Kerala,Kochi,Y,South,998,67.04,Maruti,Celerio
1974,2035,2014,180000,55000,411006,Petrol,Individual,Manual,First Owner,5,22.74,Maharashtra,Pune,Y,West,796,47.3,Maruti,Alto
1975,2036,2015,400000,25000,737101,Diesel,Individual,Manual,First Owner,5,27.62,Sikkim,Gangtok,Y,North East,793,47.0,Maruti,Celerio
1976,2037,2009,150000,300000,632001,Diesel,Individual,Manual,First Owner,7,14.0,Tamil Nadu,Vellore,Y,South,2498,112.0,Mahindra,Xylo
1977,2038,2016,500000,143200,395007,Diesel,Individual,Manual,First Owner,5,25.83,Gujarat,Surat,Y,West,1498,99.0,Ford,Figo
1978,2039,2017,1689999,60000,452003,Diesel,Individual,Manual,First Owner,5,17.1,Madhya Pradesh,Indore,Y,Central,1956,170.0,Jeep,Compass
1979,2040,2012,204999,120000,632001,Diesel,Individual,Manual,First Owner,5,23.08,Tamil Nadu,Vellore,Y,South,1461,63.1,Nissan,Micra
1980,2041,2014,459999,145000,400053,Diesel,Individual,Manual,Second Owner,5,26.21,Maharashtra,Mumbai,Y,West,1248,88.5,Maruti,Ciaz
1981,2042,2017,600000,30000,500020,Petrol,Individual,Manual,First Owner,5,18.6,Telangana,Hyderabad,Y,South,1197,81.83,Hyundai,i20
1982,2043,2019,585000,8000,570004,Petrol,Individual,Manual,First Owner,5,18.9,Karnataka,Mysore,Y,South,1197,81.86,Hyundai,Grand
1983,2044,2012,551000,170000,800002,Diesel,Individual,Manual,First Owner,7,13.1,Bihar,Patna,Y,East,2499,141.0,Ford,Endeavour
1984,2045,2013,525000,100000,700053,Diesel,Individual,Manual,First Owner,5,23.4,West Bengal,Kolkata,Y,East,1248,74.0,Maruti,Swift
1985,2046,2012,160000,62000,800002,Petrol,Individual,Manual,First Owner,5,14.0,Bihar,Patna,Y,East,796,35.0,Maruti,Omni
1986,2047,2014,825000,110000,201301,Diesel,Individual,Manual,First Owner,7,15.1,Uttar Pradesh,Noida,Y,Central,2179,140.0,Mahindra,XUV500
